title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,release_year
Vampyr,PS4,Role-Playing,Focus Home Interactive,DONTNOD Entertainment,,0.37,0.12,,0.19,0.06,2018-06-05,2018.0
Dungeon Siege III,X360,Role-Playing,Square Enix,Obsidian Entertainment,7.2,0.37,0.21,0.01,0.12,0.03,2011-06-21,2011.0
Defiance,PS3,Action,Trion Worlds,Trion Worlds,,0.37,0.19,,0.12,0.06,2013-04-02,2013.0
Warriors Orochi 2,PS3,Action,Tecmo Koei,Omega Force,,0.37,,0.37,,,2012-03-20,2012.0
Prince of Persia: The Forgotten Sands,PSP,Action,Ubisoft,Quebec City,,0.37,0.09,0.01,0.18,0.1,2010-05-18,2010.0
Dynasty Warriors 9,PS4,Action,Tecmo Koei,Omega Force,,0.37,0.1,0.17,0.06,0.03,2018-02-13,2018.0
Fragile Dreams: Farewell Ruins of the Moon,Wii,Role-Playing,Xseed Games,Tri-Crescendo,6.7,0.37,0.16,0.06,0.12,0.03,2010-03-16,2010.0
Yakuza: Kiwami 2,PS4,Action,Sega,Sega,,0.37,0.08,0.19,0.06,0.03,2018-08-28,2018.0
Rage,PC,Shooter,Bethesda Softworks,id Software,7.8,0.37,0.14,,0.18,0.05,2011-10-04,2011.0
The House of the Dead: Overkill - Extended Cut,PS3,Shooter,Sega,Headstrong Games,7.2,0.37,0.15,,0.16,0.05,2011-10-25,2011.0
Life is Strange,PS4,Adventure,Square Enix,DONTNOD Entertainment,,0.37,0.11,0.05,0.16,0.05,2016-01-19,2016.0
One Piece: Gigant Battle!,DS,Fighting,Namco Bandai,Ganbarion,,0.36,,0.36,,,2010-09-09,2010.0
Tiger Woods PGA Tour 14,X360,Sports,EA Sports,EA Tiburon,,0.36,0.21,,0.12,0.03,2013-03-26,2013.0
Sniper: Ghost Warrior 3,PS4,Shooter,City Interactive,City Interactive,,0.36,0.14,0.03,0.15,0.06,2017-04-25,2017.0
Earth Defense Force 2025,PS3,Shooter,D3Publisher,Sandlot,,0.36,0.04,0.27,0.03,0.01,2014-02-18,2014.0
ESPN: Sports Connection,WiiU,Sports,Ubisoft,Ubisoft Barcelona,3.0,0.36,0.2,,0.13,0.03,2012-11-18,2012.0
Tekken Hybrid,PS3,Fighting,Namco,Namco Bandai Games,4.0,0.36,0.21,0.04,0.07,0.04,2011-11-22,2011.0
Toriko: Gourmet Survival!,PSP,Role-Playing,Namco Bandai,Namco Bandai Games,,0.36,,0.36,,,2011-08-04,2011.0
Sword Art Online: Lost Song,PS4,Role-Playing,Namco Bandai Games,Namco Bandai Games,,0.36,0.19,,0.11,0.06,2015-11-17,2015.0
Just Dance 2016,X360,Music,Ubisoft,Ubisoft Paris,,0.36,0.26,,0.06,0.04,2015-10-20,2015.0
Need for Speed: The Run,PC,Racing,Electronic Arts,EA Black Box,,0.36,0.09,,0.21,0.07,2011-11-15,2011.0
Mega Man 11,NS,Platform,Capcom,Capcom,8.0,0.36,0.29,0.03,,0.03,2018-10-02,2018.0
Kinectimals: Now with Bears!,X360,Simulation,Microsoft Studios,Frontier Developments,,0.36,0.27,,0.06,0.03,2011-10-11,2011.0
Harvest Moon: The Tale of Two Towns,3DS,Simulation,Natsume,Marvelous Interactive,6.3,0.36,0.28,0.05,0.0,0.02,2011-11-01,2011.0
Toukiden,PSV,Action,Tecmo Koei,Omega Force,,0.36,0.04,0.25,0.05,0.03,2014-02-11,2014.0
Digging for Dinosaurs,DS,Action,Scholastic Inc.,CokeM Interactive,,0.36,0.33,,,0.03,2010-10-26,2010.0
Tom Clancy's HAWX 2,X360,Action,Ubisoft,Ubisoft Bucharest,,0.36,0.24,0.01,0.09,0.03,2010-09-07,2010.0
The Wonderful 101,WiiU,Action,Nintendo,PlatinumGames,8.0,0.36,0.15,0.08,0.11,0.02,2013-09-15,2013.0
Fist of The North Star: Lost Paradise,PS4,Action,Sega,Sega,,0.36,0.09,0.18,0.05,0.03,2018-10-02,2018.0
Okami HD,PS4,Action,Capcom,Clover Studio,,0.36,0.16,0.03,0.12,0.06,2017-12-12,2017.0
Nintendo Labo: Toy-Con 02 Robot Kit,NS,Action,Nintendo,Nintendo EPD,7.0,0.36,0.18,0.08,0.08,0.03,2018-04-20,2018.0
Spider-Man: Shattered Dimensions,X360,Action,Activision,Beenox Studios,8.2,0.36,0.24,,0.09,0.03,2010-09-07,2010.0
Sentouchu: Densetsu no Shinobi to Survival Battle!,3DS,Action,Namco Bandai Games,Bandai Namco Games,,0.36,,0.36,,,2013-10-17,2013.0
LEGO Pirates of the Caribbean: The Video Game,PSP,Action,Disney Interactive Studios,Traveller's Tales,6.8,0.36,0.12,,0.15,0.08,2011-05-10,2011.0
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Strategy,Namco Bandai Games,Banpresto,,0.36,,0.36,,,2012-04-05,2012.0
Assassin's Creed III,WiiU,Action-Adventure,Ubisoft,Ubisoft Montreal,7.7,0.36,0.19,,0.14,0.03,2012-11-18,2012.0
Destiny 2: Forsaken,PS4,Shooter,Activision,Bungie,,0.36,0.19,,0.11,0.06,2018-09-04,2018.0
Call of Duty: Ghosts,WiiU,Shooter,Activision,Infinity Ward,8.8,0.35,0.22,0.01,0.09,0.03,2013-11-05,2013.0
Metro: Last Light,X360,Shooter,Deep Silver,4a-games,,0.35,0.17,0.0,0.15,0.03,2013-05-14,2013.0
EA Sports MMA,X360,Fighting,EA Sports,EA Tiburon,7.7,0.35,0.23,,0.09,0.03,2010-10-19,2010.0
Dead or Alive 5 Last Round,PS4,Fighting,Tecmo Koei,Team Ninja,7.1,0.35,0.09,0.09,0.13,0.04,2015-02-17,2015.0
Lego Star Wars: The Force Awakens,PS3,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.35,0.07,,0.22,0.05,2016-06-28,2016.0
Naruto Shippuden: Ultimate Ninja Impact,PSP,Fighting,Namco Bandai,CyberConnect2,,0.35,0.09,0.15,0.07,0.04,2011-10-18,2011.0
Dragon Ball Z: Extreme Butoden,3DS,Fighting,Namco Bandai Games,Arc System Works,5.0,0.35,0.13,0.17,0.03,0.02,2015-10-20,2015.0
NBA 2K17,X360,Sports,2K Sports,Visual Concepts,,0.35,0.26,,0.06,0.04,2016-09-16,2016.0
Disney Infinity,3DS,Action-Adventure,Disney Interactive Studios,Altron,,0.35,0.22,,0.11,0.03,2013-08-18,2013.0
Gravity Rush 2,PS4,Action-Adventure,Sony Interactive Entertainment,SIE Japan Studio,,0.35,0.13,0.13,0.05,0.04,2017-01-20,2017.0
Transformers: Dark of the Moon,PS3,Action,Activision,High Moon Studios,5.5,0.35,0.11,,0.18,0.06,2011-06-14,2011.0
Hello Neighbor,PS4,Action,Gearbox Software,Dynamic Pixels,,0.35,0.13,,0.16,0.06,2018-07-27,2018.0
Dark Void,PS3,Action,Capcom,Airtight Games,6.1,0.35,0.18,,0.12,0.05,2010-01-19,2010.0
Tropico 4,X360,Strategy,Kalypso,Haemimont Games,,0.35,0.2,,0.12,0.03,2011-10-18,2011.0
The Sims 4: City Living,PC,Simulation,Electronic Arts,Maxis,,0.35,0.03,,0.3,0.02,2016-11-01,2016.0
Skylanders SWAP Force,XOne,Misc,Activision,Unknown,,0.35,0.25,,0.07,0.03,2013-11-22,2013.0
Def Jam Rapstar,PS3,Misc,Konami,4mm Games / Terminal Reality,7.4,0.35,0.27,,0.04,0.04,2010-10-05,2010.0
Sega Genesis Classics,PS4,Misc,Sega,Sega,,0.35,0.08,,0.21,0.05,2018-05-29,2018.0
The Sims 4: Get Together,PC,Simulation,Electronic Arts,Maxis,,0.35,0.05,,0.27,0.02,2015-12-08,2015.0
World of Final Fantasy,PSV,Role-Playing,Square Enix,Square Enix,,0.35,0.09,0.09,0.11,0.06,2016-10-25,2016.0
Might & Magic Heroes VI,PC,Role-Playing,Ubisoft,Black Hole Games,7.4,0.35,0.15,,0.14,0.05,2011-10-13,2011.0
Tiger Woods PGA Tour 12: The Masters,Wii,Sports,EA Sports,EA Tiburon,,0.35,0.2,,0.12,0.03,2011-03-29,2011.0
Madden NFL 13,PSV,Sports,EA Sports,EA Tiburon,6.2,0.35,0.28,,,0.07,2012-08-28,2012.0
Yu-Gi-Oh! 5D's Tag Force 5,PSP,Strategy,Konami,Konami,,0.35,0.13,0.14,0.05,0.03,2010-10-26,2010.0
SpongeBob's Boating Bash,Wii,Misc,THQ,Impulse Games,,0.35,0.24,,0.07,0.03,2010-03-02,2010.0
Lego Legends of Chima: Laval's Journey,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.34,0.2,,0.11,0.03,2013-06-25,2013.0
Project Versus J,PS3,Misc,Namco Bandai Games,Unknown,,0.34,0.07,0.2,0.05,0.02,2015-06-30,2015.0
Bejeweled 3,DS,Puzzle,PopCap Games,PopCap Games,,0.34,0.29,,0.02,0.03,2011-11-15,2011.0
Tom Clancy's Ghost Recon: Shadow Wars,3DS,Strategy,Ubisoft,Ubisoft,7.9,0.34,0.22,,0.1,0.03,2011-03-22,2011.0
The Sims 3: Town Life Stuff,PC,Simulation,Electronic Arts,EA Redwood Shores,,0.34,0.11,,0.18,0.05,2011-07-26,2011.0
Supreme Commander 2,X360,Strategy,Square Enix,Gas Powered Games,8.2,0.34,0.23,,0.09,0.03,2010-03-16,2010.0
Danganronpa: Trigger Happy Havoc,PSV,Adventure,NIS America,Spike Chunsoft,,0.34,0.09,0.15,0.06,0.05,2014-02-11,2014.0
The Shoot,PS3,Shooter,Sony Computer Entertainment,Cohort Studios,,0.34,0.13,0.01,0.15,0.05,2010-10-26,2010.0
SD Gundam G Generation World,PSP,Strategy,Namco Bandai,Tom Create,,0.34,,0.34,,,2011-02-24,2011.0
Iron Man 2,DS,Action,Sega,"Sega Studios, San Francisco",,0.34,0.14,,0.16,0.03,2010-05-04,2010.0
Remember Me,PS3,Action,Capcom,DONTNOD Entertainment,,0.34,0.1,,0.18,0.05,2013-06-04,2013.0
Guitar Hero Live,X360,Music,Activision,FreeStyleGames,,0.34,0.2,,0.11,0.03,2015-10-20,2015.0
Just Dance 2017,XOne,Music,Ubisoft,Ubisoft Paris,,0.34,0.25,,0.05,0.03,2016-10-25,2016.0
Divinity: Original Sin,PS4,Role-Playing,Focus Home Interactive,Larian Studios,,0.34,0.13,0.04,0.13,0.05,2015-10-27,2015.0
Lord of Arcana,PSP,Role-Playing,Square Enix,Square Enix,4.7,0.34,0.08,0.17,0.05,0.04,2011-01-25,2011.0
Odin Sphere: Leifthrasir,PS4,Role-Playing,Atlus,Vanillaware,,0.34,0.14,0.09,0.07,0.04,2016-06-07,2016.0
Tekken Tag Tournament 2,X360,Fighting,Namco Bandai Games,Bandai Namco Games,,0.34,0.19,0.01,0.11,0.03,2012-09-11,2012.0
Marvel vs. Capcom: Infinite,XOne,Fighting,Capcom,Capcom,,0.34,0.26,,0.05,0.03,2017-09-19,2017.0
WWE All Stars,X360,Fighting,THQ,THQ,7.7,0.34,0.18,,0.14,0.03,2011-03-29,2011.0
Sniper: Ghost Warrior 2,PS3,Shooter,City Interactive,City Interactive,,0.34,0.05,0.03,0.2,0.05,2013-03-12,2013.0
Twisted Metal,PS3,Racing,Sony Computer Entertainment,Eat Sleep Play,,0.34,0.32,,,0.03,2012-02-14,2012.0
007 Legends,PS3,Shooter,Activision,Eurocom,,0.34,0.11,,0.17,0.06,2012-10-16,2012.0
NBA 2K17,PS3,Sports,2K Sports,Visual Concepts,,0.34,0.16,0.02,0.11,0.05,2016-09-16,2016.0
The King of Fighters XIV,PS4,Fighting,Atlus,SNK Playmore,,0.34,0.21,0.06,0.02,0.05,2016-08-23,2016.0
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,Sports,Sega,Eurocom Entertainment Software,,0.34,0.09,,0.19,0.07,2010-01-12,2010.0
NBA 2K12,Wii,Sports,2K Sports,Visual Concepts,,0.34,0.29,,0.03,0.02,2011-10-04,2011.0
Dragon Ball Heroes: Ultimate Mission 2,3DS,Fighting,Namco Bandai Games,Dimps Corporation,,0.34,,0.34,,,2014-08-07,2014.0
Racquet Sports,PS3,Sports,Ubisoft,Asobo Studio,4.2,0.34,0.11,,0.17,0.06,2010-09-14,2010.0
DanceDanceRevolution,Wii,Simulation,Konami,Konami,,0.34,0.28,,0.04,0.02,2010-11-16,2010.0
WWE '12,Wii,Fighting,THQ,"Yuke's Co., Ltd.",,0.34,0.23,,0.09,0.03,2011-11-22,2011.0
Skylanders: Trap Team,3DS,Misc,Activision,Toys for Bob,,0.34,0.21,,0.1,0.03,2014-10-05,2014.0
Angry Birds: Star Wars,3DS,Puzzle,Activision,Exient Entertainment,,0.34,0.15,,0.16,0.03,2013-10-29,2013.0
Disney Fairies: Tinker Bell and the Great Fairy Rescue,DS,Adventure,Disney Interactive Studios,Hyde,,0.33,0.17,,0.12,0.03,2010-09-21,2010.0
Chicken Riot,Wii,Action,City Interactive,City Interactive,,0.33,0.14,,0.16,0.03,2010-02-16,2010.0
Dead or Alive 5,X360,Fighting,Tecmo Koei,Team Ninja,7.6,0.33,0.2,0.03,0.08,0.03,2012-09-25,2012.0
The King of Fighters XIII,X360,Fighting,Atlus,SNK Playmore Corporation,,0.33,0.23,0.01,0.07,0.03,2011-11-22,2011.0
Kirby: Battle Royale,3DS,Fighting,Nintendo,HAL Laboratory,6.0,0.33,0.07,0.2,0.05,0.01,2018-01-19,2018.0
PlayerUnknown's Battlegrounds,PS4,Shooter,Sony Interactive Entertainment,PUBG Corporation,,0.33,0.13,,0.15,0.05,2018-12-07,2018.0
Sniper Elite III,X360,Shooter,505 Games,Rebellion Developments,,0.33,0.18,,0.12,0.03,2014-07-01,2014.0
Mystery Case Files: The Malgrave Incident,Wii,Adventure,Nintendo,Big Fish Games,6.3,0.33,0.17,,0.13,0.03,2011-06-27,2011.0
The Adventures of Tintin: The Game,Wii,Adventure,Ubisoft,Ubisoft,,0.33,0.12,,0.16,0.04,2011-12-06,2011.0
Alien: Isolation,PS3,Adventure,Sega,Creative Assembly,,0.33,0.12,,0.16,0.05,2014-10-07,2014.0
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,3DS,Music,Namco Bandai Games,Namco Bandai Games,,0.33,,0.33,,,2014-06-26,2014.0
The Crew 2,XOne,Racing,Ubisoft,Ivory Tower,,0.33,0.2,,0.1,0.03,2018-06-29,2018.0
We Sing Deutsche Hits,Wii,Misc,Nordic Games,Le Cortex,,0.33,,,0.29,0.04,2011-05-26,2011.0
Cabela's Dangerous Hunts 2011,PS3,Sports,Activision,Cauldron,,0.33,0.26,,0.04,0.03,2010-10-19,2010.0
Harry Potter and the Deathly Hallows - Part 2,X360,Action,Electronic Arts,EA Bright Light,4.8,0.33,0.19,,0.11,0.03,2011-07-12,2011.0
Call of Duty: Infinite Warfare,PC,Shooter,Activision,Infinity Ward,,0.33,0.12,,0.19,0.03,2016-11-04,2016.0
Medal of Honor: Warfighter,PC,Shooter,Electronic Arts,Danger Close Games,,0.33,0.14,,0.16,0.03,2012-10-23,2012.0
Resonance of Fate,X360,Role-Playing,Sega,tri-Ace,7.4,0.33,0.12,0.06,0.13,0.03,2010-03-16,2010.0
Tokyo Mirage Sessions #FE,WiiU,Role-Playing,Nintendo,Atlus,8.0,0.33,0.17,0.08,0.06,0.02,2016-06-24,2016.0
Farming Simulator 17,XOne,Simulation,Focus Home Interactive,Giants Software,,0.33,0.19,,0.11,0.03,2016-10-25,2016.0
Fable III,PC,Role-Playing,Microsoft Game Studios,Lionhead Studios,7.0,0.33,0.11,,0.17,0.05,2011-05-17,2011.0
Valkyria Chronicles Remastered,PS4,Role-Playing,Sega,Sega,,0.33,0.14,0.08,0.08,0.04,2016-05-17,2016.0
Fate/Extra,PSP,Role-Playing,Aksys Games,imageepoch Inc.,,0.33,0.19,0.1,0.01,0.03,2011-11-01,2011.0
Minute to win it,X360,Misc,Zoo Games,Zoo Entertainment Inc.,,0.33,0.3,,,0.03,2011-10-18,2011.0
The X-Factor,Wii,Misc,Deep Silver,Deep Silver,,0.33,,,0.29,0.04,2010-10-29,2010.0
Def Jam Rapstar,Wii,Misc,Konami,4mm Games / Terminal Reality,,0.33,0.29,,0.02,0.02,2010-10-05,2010.0
Harry Potter and the Deathly Hallows - Part 2,Wii,Action,Electronic Arts,EA Bright Light,,0.33,0.17,,0.13,0.03,2011-07-12,2011.0
Iron Man 2,Wii,Action,Sega,"Sega Studios, San Francisco",,0.33,0.15,,0.15,0.03,2010-05-04,2010.0
Harry Potter and the Deathly Hallows - Part 2,PS3,Action,Electronic Arts,EA Bright Light,,0.33,0.14,,0.14,0.05,2011-07-12,2011.0
Binary Domain,PS3,Action,Sega,Amusement Vision,,0.33,0.09,0.14,0.07,0.03,2012-02-28,2012.0
DECA Sports Freedom,X360,Sports,Hudson Soft,Hudson Soft,3.0,0.33,0.27,,0.04,0.02,2010-11-18,2010.0
Family Party: 90 Great Games Party Pack,Wii,Misc,D3 Publisher,D3 Publisher,,0.33,0.31,,0.0,0.02,2010-10-26,2010.0
Buzz! The Ultimate Music Quiz,PS3,Misc,Sony Computer Entertainment,Relentless Software,,0.33,,,0.25,0.08,2010-10-15,2010.0
Murdered: Soul Suspect,PS4,Action-Adventure,Square Enix,Airtight Games,,0.33,0.09,0.02,0.17,0.05,2014-06-03,2014.0
Sengoku Musou 3 Z,PS3,Action,Tecmo Koei,Omega Force,,0.33,,0.33,,,2011-02-10,2011.0
Samurai Warriors 3Z,PS3,Action,Tecmo Koei,Omega Force,,0.33,,0.33,,,2011-02-10,2011.0
Dishonored: Death of the Outsider,PS4,Action,Bethesda Softworks,Arkane Studios,,0.33,0.1,,0.18,0.05,2017-09-15,2017.0
The Lego Ninjago Movie Videogame,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.33,0.21,,0.09,0.03,2017-09-22,2017.0
LEGO Harry Potter Collection,NS,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.33,0.15,,0.16,0.03,2018-10-30,2018.0
Ultimate NES Remix,3DS,Action,Nintendo,Nintendo,7.0,0.33,0.19,,0.11,0.03,2014-12-05,2014.0
Shin Megami Tensei: Persona 2: Innocent Sin,PSP,Role-Playing,Atlus,Atlus Co.,7.0,0.32,0.14,0.11,0.04,0.04,2011-09-20,2011.0
Borderlands: The Pre-Sequel,PC,Misc,2K Games,Unknown,,0.32,0.14,,0.15,0.03,2014-10-14,2014.0
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,Puzzle,GungHo Online Entertainment,GungHo Online Entertainment,,0.32,,0.32,,,2016-07-28,2016.0
Dragon Quest Monsters: Battle Road Victory,Wii,Strategy,Square Enix,Armor Project/Bird Studio,,0.32,,0.32,,,2010-07-15,2010.0
Wipeout 2,Wii,Misc,Activision,Endemol,,0.32,0.3,,,0.02,2011-10-11,2011.0
Chibi-Robo! Zip Lash,3DS,Platform,Nintendo,Nintendo,5.5,0.32,0.14,0.07,0.09,0.02,2015-10-09,2015.0
One Piece: Romance Dawn,PSP,Role-Playing,Namco Bandai Games,Three Rings,,0.32,,0.32,,,2012-12-20,2012.0
Little Deviants,PSV,Platform,Sony Computer Entertainment,Bigbig Studios,,0.32,0.14,,0.13,0.05,2012-02-15,2012.0
Pony Friends 2,DS,Simulation,Square Enix,Tantalus Interactive,,0.32,0.21,,0.09,0.02,2010-02-23,2010.0
Farming Simulator 19,XOne,Simulation,Focus Home Interactive,Giants Software,,0.32,0.19,,0.09,0.03,2018-11-20,2018.0
Silent Hill: Downpour,X360,Adventure,Konami,Konami,,0.32,0.22,,0.08,0.03,2012-03-13,2012.0
Hatsune Miku: Project Diva F 2nd,PSV,Music,Sega,Sega,,0.32,0.08,0.16,0.05,0.04,2014-11-18,2014.0
Ben 10 Ultimate Alien: Cosmic Destruction,DS,Platform,D3 Publisher,Griptonite Games,,0.32,0.22,,0.08,0.03,2010-10-05,2010.0
LEGO The Lord of the Rings,PSV,Misc,Warner Bros. Interactive Entertainment,TT Fusion,,0.32,0.09,,0.16,0.07,2012-10-30,2012.0
Batman: Arkham Origins,WiiU,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,,0.32,0.19,0.0,0.1,0.03,2013-10-25,2013.0
Rugby World Cup 2011,PS3,Sports,505 Games,HB Studios Multimedia,4.5,0.32,,,0.25,0.07,2011-08-26,2011.0
Cabela's Dangerous Hunts 2011,X360,Sports,Activision,Cauldron,,0.32,0.28,,0.01,0.02,2010-10-19,2010.0
"Carnival Games: Monkey See, Monkey Do!",X360,Misc,2K Play,Take-Two Interactive,,0.32,0.14,,0.15,0.03,2011-04-05,2011.0
Drakengard 3,PS3,Misc,Square Enix,Unknown,,0.32,0.11,0.19,,0.02,2014-05-20,2014.0
The Black Eyed Peas Experience,X360,Misc,Ubisoft,Ubisoft,,0.32,0.2,,0.1,0.03,2011-11-08,2011.0
Phineas and Ferb: Across the 2nd Dimension,PS3,Action,Disney Interactive Studios,High Impact Games,6.8,0.32,0.15,,0.12,0.05,2011-08-02,2011.0
Power Rangers Samurai,Wii,Action,Namco Bandai,Namco Bandai Games,,0.32,0.27,,0.03,0.03,2011-11-22,2011.0
Dead Rising 2: Off the Record,PS3,Action,Capcom,Blue Castle Games,7.1,0.32,0.11,0.1,0.08,0.03,2011-10-11,2011.0
Silent Hill HD Collection,PS3,Action,Konami Digital Entertainment,Konami,,0.32,0.15,0.03,0.1,0.04,2012-03-20,2012.0
LEGO The Incredibles,XOne,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.32,0.19,,0.1,0.03,2018-06-15,2018.0
Power Rangers Samurai,DS,Action,Namco Bandai,Namco Bandai Games,,0.32,0.26,,0.04,0.03,2011-11-22,2011.0
LEGO Marvel's Avengers,WiiU,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,,0.32,0.15,0.01,0.14,0.03,2016-01-26,2016.0
BlazBlue: Chrono Phantasma,PS3,Fighting,Arc System Works,Arc System Works,,0.32,0.15,0.14,,0.03,2014-03-25,2014.0
Dragon Ball Z: Battle of Z,PS3,Fighting,Namco Bandai Games,ArtDink,,0.32,0.1,0.07,0.11,0.04,2014-01-28,2014.0
F1 Race Stars,PS3,Racing,Codemasters,Codemasters Birmingham,,0.32,0.07,,0.2,0.05,2012-11-13,2012.0
The Darkness II,PS3,Shooter,2K Games,Digital Extremes,,0.32,0.14,,0.14,0.04,2012-02-07,2012.0
Singularity,X360,Shooter,Activision,Raven Software,7.7,0.32,0.24,0.0,0.04,0.03,2010-06-29,2010.0
Cars 3: Driven to Win,NS,Racing,Warner Bros. Interactive Entertainment,Avalanche Software,,0.32,0.13,0.02,0.14,0.02,2017-06-13,2017.0
Operation Flashpoint: Red River,PS3,Shooter,Codemasters,Codemasters,6.8,0.32,0.06,0.07,0.14,0.05,2011-06-07,2011.0
BlazBlue: Continuum Shift,X360,Fighting,Aksys Games,Arc System Works,8.6,0.32,0.23,0.02,0.04,0.02,2010-07-27,2010.0
Dead Space 2,PC,Shooter,Electronic Arts,Visceral Games,8.9,0.32,0.13,,0.15,0.04,2011-01-25,2011.0
Army of Two: The 40th Day,PSP,Shooter,Electronic Arts,Buzz Monkey Software,4.8,0.32,0.12,,0.13,0.08,2010-01-12,2010.0
Payday 2,PS4,Shooter,505 Games,Overkill Software,6.5,0.32,0.12,,0.14,0.05,2015-06-16,2015.0
Dragon Quest Builders: Revive Alefgard,PSV,Role-Playing,Square Enix,Square Enix,,0.31,,0.31,,,2016-10-11,2016.0
J Stars Victory Vs.,PS4,Fighting,Namco Bandai Games,Namco Bandai Games,,0.31,0.11,,0.14,0.05,2015-06-30,2015.0
Pandora's Tower,Wii,Role-Playing,Xseed Games,Ganbarion,,0.31,0.11,0.08,0.1,0.03,2013-04-16,2013.0
Ultimate Marvel vs. Capcom 3,PSV,Fighting,Capcom,Capcom,,0.31,0.17,,0.09,0.05,2012-02-15,2012.0
Peppa Pig: Theme Park Fun,DS,Misc,P2 Games,Strawdogs Studios Limited,,0.31,,,0.28,0.03,2011-03-25,2011.0
Catherine,X360,Puzzle,Atlus,Atlus,7.9,0.31,0.2,0.03,0.06,0.02,2011-07-26,2011.0
7 Wonders II,DS,Puzzle,Mumbo Jumbo,MumboJumbo,,0.31,0.13,,0.15,0.03,2010-07-28,2010.0
METRO Redux,XOne,Shooter,Deep Silver,4a-games,,0.31,0.15,,0.14,0.03,2014-08-26,2014.0
Sniper Elite III,PS3,Shooter,505 Games,Rebellion Developments,,0.31,0.12,,0.14,0.05,2014-07-01,2014.0
XCOM 2,PC,Strategy,2K Games,Firaxis Games,,0.31,0.12,,0.16,0.02,2015-11-30,2015.0
MonHun Nikki: Poka Poka Ailu Mura G,PSP,Role-Playing,Capcom,From Software,,0.31,,0.31,,,2011-08-10,2011.0
Dark Void,X360,Action,Capcom,Airtight Games,6.1,0.31,0.19,,0.09,0.03,2010-01-19,2010.0
1001 Touch Games,DS,Action,Unknown,Avanquest Software,,0.31,0.11,,0.17,0.03,2011-10-18,2011.0
Modnation Racers: Road Trip,PSV,Racing,Sony Computer Entertainment,SCEA,,0.31,0.15,,0.11,0.05,2012-02-22,2012.0
UEFA Euro 2016,PS4,Sports,Konami Digital Entertainment,Konami Digital Entertainment,,0.31,,0.05,0.22,0.04,2016-04-21,2016.0
DmC Devil May Cry: Definitive Edition,PS4,Action,Capcom,QLOC,,0.31,0.12,,0.13,0.05,2015-03-10,2015.0
Hitman,XOne,Action,Square Enix,IO Interactive,,0.31,0.2,,0.08,0.03,2017-01-31,2017.0
Silent Hill: Shattered Memories,PSP,Adventure,Konami,Climax Group,7.8,0.31,0.09,0.01,0.13,0.07,2010-01-19,2010.0
MySims SkyHeroes,DS,Action,Electronic Arts,The Sims Studio,,0.31,0.2,,0.08,0.03,2010-09-28,2010.0
Lego Batman 3: Beyond Gotham,PSV,Action,Warner Bros. Interactive Entertainment,TT Fusion,,0.31,0.05,,0.19,0.07,2014-11-11,2014.0
TRON: Evolution,X360,Action,Disney Interactive Studios,Propaganda Games,,0.31,0.24,,0.05,0.02,2010-12-07,2010.0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,Strategy,Konami,Konami,7.6,0.31,0.18,0.09,0.02,0.02,2010-02-23,2010.0
XCOM 2,PS4,Strategy,2K Games,Firaxis Games,,0.31,0.16,,0.1,0.05,2016-09-27,2016.0
The Settlers 7: Paths to a Kingdom,PC,Strategy,Ubisoft,Blue Byte,7.8,0.31,,,0.27,0.04,2010-03-23,2010.0
Mega Man Zero Collection,DS,Platform,Capcom,Inti Creates,7.5,0.31,0.17,0.11,0.01,0.02,2010-06-08,2010.0
Sonic Mania,PS4,Platform,Sega,PagodaWest Games,,0.31,0.1,0.01,0.15,0.05,2017-08-15,2017.0
Clash of the Titans: The Videogame,PS3,Action,Namco Bandai,Game Republic,,0.31,0.09,0.01,0.15,0.05,2010-07-27,2010.0
LEGO Ninjago: Shadow of Ronin,3DS,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.31,0.05,0.05,0.19,0.02,2015-03-24,2015.0
Sonic Boom: Rise of Lyric,WiiU,Action-Adventure,Sega,Big Red Button,3.7,0.31,0.19,,0.09,0.03,2014-11-11,2014.0
The LEGO Movie Videogame,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,,0.31,0.04,,0.2,0.07,2014-02-07,2014.0
Shrek: Forever After,DS,Platform,Activision,Griptonite Games,,0.31,0.18,,0.1,0.03,2010-05-18,2010.0
Bust-A-Move Universe,3DS,Puzzle,Square Enix,Arika,5.6,0.31,0.08,0.06,0.15,0.02,2011-03-27,2011.0
